unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+122BF,ŠEN,|SU×A|,𒊿,LAK713 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY007 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL306 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU360 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES352 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL230 [Hittite period (~1650–1180 BCE) | Hittite]; KWU894 [Ur III (~2112–2004 BCE) | Administrative]; MZL017 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP299 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA008 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA007 [Standard Babylonian (any period) | Akkadian syllabary]
U+122C1,ŠEŠ₂,|SIK₂.LAM|,𒋁,LAK668 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES326 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL063 [Hittite period (~1650–1180 BCE) | Hittite]; MZL821 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA544 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122C6,ŠIM,ŠIM@g,𒋆,LAK660 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; GCSL280 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK655 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY141 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL083 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU353 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES319 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL154 [Hittite period (~1650–1180 BCE) | Hittite]; KWU752 [Ur III (~2112–2004 BCE) | Administrative]; MZL362 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE254 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP422 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA215 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA123 [Standard Babylonian (any period) | Akkadian syllabary]
U+122CD,|ŠIM×IGI@g|,|GU₂×IGI|,𒋍,LAK656 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL368 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP423 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA219x [Standard Babylonian (any period) | Akkado-Babylonian]
U+122CD,|ŠIM×IGI@g|,|GU₂×IGI@g|,𒋍,LAK547 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK656 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL368 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP423 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA219x [Standard Babylonian (any period) | Akkado-Babylonian]
U+122CD,|ŠIM×IGI@g|,ŠIM,𒋍,LAK655 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY141 [Standard Babylonian (any period) | Akkadian syllabary]; BAU353 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES319 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE254 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP422 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK656 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL368 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP423 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA219x [Standard Babylonian (any period) | Akkado-Babylonian]
U+122CD,|ŠIM×IGI@g|,|TA×IGI@g|,𒋍,LAK656 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL368 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP423 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA219x [Standard Babylonian (any period) | Akkado-Babylonian]
U+122D6,ŠITA,ŠITA~a,𒋖,LAK503 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL270 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU390 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU395 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES259 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL232 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU777 [Ur III (~2112–2004 BCE) | Administrative]; MZL388 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP166 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA233_22 [Standard Babylonian (any period) | Akkado-Babylonian]
,|ŠU₂.DUN₄|,ELLES302,𒋙𒂈,ELLES302 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL251 [Hittite period (~1650–1180 BCE) | Hittite]; KWU503 [Ur III (~2112–2004 BCE) | Administrative]; KWU570 [Ur III (~2112–2004 BCE) | Administrative]; MZL869 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA545 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122EF,TA@g,LAK654a,𒋯,LAK654^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK654 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL249 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA141a [Standard Babylonian (any period) | Akkado-Babylonian]
U+122EF,TA@g,|TA×IR|,𒋯,LAK654 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL249 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA141a [Standard Babylonian (any period) | Akkado-Babylonian]
U+122F0,TAB,TAB@t,𒋰,LAK090 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY090 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL109 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU064 [Early Dynastic (~2900–2340 BCE) | Lagash]; HZL090 [Hittite period (~1650–1180 BCE) | Hittite]; MZL209 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP039 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA124 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA079 [Standard Babylonian (any period) | Akkadian syllabary]
U+122F6,|TAG×ŠE|,|(TAG×NE)&(TAG×ŠE)|,𒋶,
U+122F8,|TAG×TUG₂|,|TAG.TUG₂|,𒋸,ABZL122 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL091 [Hittite period (~1650–1180 BCE) | Hittite]; SLLHA126fv [Standard Babylonian (any period) | Akkado-Babylonian]
U+122F8,|TAG×TUG₂|,|TAG×KU|,𒋸,ABZL122 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL091 [Hittite period (~1650–1180 BCE) | Hittite]; SLLHA126fv [Standard Babylonian (any period) | Akkado-Babylonian]
U+122FC,TE,|HI×AŠ|,𒋼,LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK373 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY218 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL289 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU195 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES203 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL159 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL249 [Hittite period (~1650–1180 BCE) | Hittite]; KWU495 [Ur III (~2112–2004 BCE) | Administrative]; MZL589 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE179 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP310 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA376 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA190 [Standard Babylonian (any period) | Akkadian syllabary]
U+122FC,TE,|HI×DIŠ|,𒋼,LAK373 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY218 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL289 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU195 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES203 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL159 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL249 [Hittite period (~1650–1180 BCE) | Hittite]; KWU495 [Ur III (~2112–2004 BCE) | Administrative]; MZL589 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE179 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP310 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA376 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA190 [Standard Babylonian (any period) | Akkadian syllabary]
U+122FD,TE@g,RSP329,𒋽,RSP329 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK382 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030a [Standard Babylonian (any period) | Akkadian syllabary]; ABZL283 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES208 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL160 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL315 [Hittite period (~1650–1180 BCE) | Hittite]; KWU484 [Ur III (~2112–2004 BCE) | Administrative]; MZL088 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE183 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP330 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122FD,TE@g,TE,𒋽,LAK373 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY218 [Standard Babylonian (any period) | Akkadian syllabary]; BAU195 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES203 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL159 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE179 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP310 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK382 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030a [Standard Babylonian (any period) | Akkadian syllabary]; ABZL283 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES208 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL160 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL315 [Hittite period (~1650–1180 BCE) | Hittite]; KWU484 [Ur III (~2112–2004 BCE) | Administrative]; MZL088 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE183 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP330 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122FD,TE@g,|HI×GAN₂@t|,𒋽,ELLES208a [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK382 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030a [Standard Babylonian (any period) | Akkadian syllabary]; ABZL283 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES208 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL160 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL315 [Hittite period (~1650–1180 BCE) | Hittite]; KWU484 [Ur III (~2112–2004 BCE) | Administrative]; MZL088 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE183 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP330 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12305,TU,KU₄,𒌅,GCSL105 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK211 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL382 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU133 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES122 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL107 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL346 [Hittite period (~1650–1180 BCE) | Hittite]; MZL086 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE048 [Early Dynastic (~2900–2340 BCE) | Ebla]; REC147 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP443 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA025 [Standard Babylonian (any period) | Akkadian syllabary]
U+12305,TU,|ŠE.ŠU|,𒌅,LAK141^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK211 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL382 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU133 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES122 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL107 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL346 [Hittite period (~1650–1180 BCE) | Hittite]; MZL086 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE048 [Early Dynastic (~2900–2340 BCE) | Ebla]; REC147 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP443 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA025 [Standard Babylonian (any period) | Akkadian syllabary]
U+12305,TU,|ŠU×ŠE|,𒌅,LAK141 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK211 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL382 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU133 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES122 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL107 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL346 [Hittite period (~1650–1180 BCE) | Hittite]; MZL086 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE048 [Early Dynastic (~2900–2340 BCE) | Ebla]; REC147 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP443 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA025 [Standard Babylonian (any period) | Akkadian syllabary]
U+12308,TUM,LAK496,𒌈,LAK496 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; GCSL228 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK494 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY137 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL075 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU378 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES256 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL227 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL125 [Hittite period (~1650–1180 BCE) | Hittite]; KWU730 [Ur III (~2112–2004 BCE) | Administrative]; MZL354 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE224 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP404 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA207 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA119 [Standard Babylonian (any period) | Akkadian syllabary]
,|U.AD|,AD,𒌋𒀜,LAK635 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY108 [Standard Babylonian (any period) | Akkadian syllabary]; BAU311 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES311 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL270 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE249 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP227 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK414 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL342 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU181 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL206 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL266 [Hittite period (~1650–1180 BCE) | Hittite]; KWU545 [Ur III (~2112–2004 BCE) | Administrative]; MZL683 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP015 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA430 [Standard Babylonian (any period) | Akkado-Babylonian]
,|U.SAG|,|SAG×U|,𒌋𒊕,LAK316 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL357 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU179 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES180 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU513 [Ur III (~2112–2004 BCE) | Administrative]; MZL671 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE156 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA419 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1230D,|U.U.U|,3(AŠ@t),𒌍,LAK191 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY275 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL366 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL331 [Hittite period (~1650–1180 BCE) | Hittite]; MZL711 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA472 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA241 [Standard Babylonian (any period) | Akkadian syllabary]
U+1230D,|U.U.U|,3(U@c)@v,𒌍,ASY275 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL366 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL331 [Hittite period (~1650–1180 BCE) | Hittite]; MZL711 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA472 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA241 [Standard Babylonian (any period) | Akkadian syllabary]
,|U.UD.KID|,|U.KID|,𒌋𒌓𒆤,LAK402 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU512 [Ur III (~2112–2004 BCE) | Administrative]; MZL707 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP017 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA447a [Standard Babylonian (any period) | Akkado-Babylonian]
,|U.5(DIŠ)|,15,𒌋𒐊,MZL747 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA470 [Standard Babylonian (any period) | Akkado-Babylonian]
,|U₂.GIR₂@g|,GIR₂,𒌑𒄉,LAK006 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY009 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL002 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE005 [Early Dynastic (~2900–2340 BCE) | Ebla]
,|UD.AB|,ARARMA₂~a,𒌓𒀊,ZATU034 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU201 [Early Dynastic (~2900–2340 BCE) | Lagash]
,|UD.DU|,|LAGAR@g×DU×KASKAL|,𒌓𒁺,ASY222 [Standard Babylonian (any period) | Akkadian syllabary]; BAU198a [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL173 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP326 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA194 [Standard Babylonian (any period) | Akkadian syllabary]
U+12314,|UD.KUŠU₂|,KUŠU₂,𒌔,LAK304 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY304 [Standard Babylonian (any period) | Akkadian syllabary]; LAK305 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY225 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL333 [Old Babylonian (~2000–1600 BCE) | School texts]; KWU345 [Ur III (~2112–2004 BCE) | Administrative]; MZL611 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP174 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA392 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA197 [Standard Babylonian (any period) | Akkadian syllabary]
U+12314,|UD.KUŠU₂|,|UD×KUŠU₂|,𒌔,RSP321 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK305 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY225 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL333 [Old Babylonian (~2000–1600 BCE) | School texts]; KWU345 [Ur III (~2112–2004 BCE) | Administrative]; MZL611 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP174 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA392 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA197 [Standard Babylonian (any period) | Akkadian syllabary]
,|UD.NUN|,ADAB~a,𒌓𒉣,ZATU019 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU200 [Early Dynastic (~2900–2340 BCE) | Lagash]; RSP325 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12315,|UD×BAD|,|UD×PAP|,𒌕,ELLES207 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12315,|UD×BAD|,|UD@g×BAD|,𒌕,
U+12317,|UD×(U.U.U)|,|UD×DIŠ|,𒌗,LAK380^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP328 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL334 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL084 [Hittite period (~1650–1180 BCE) | Hittite]; KWU408 [Ur III (~2112–2004 BCE) | Administrative]; LAK380^c [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL020 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE186 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA052 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12317,|UD×(U.U.U)|,|UD×DIŠ@c|,𒌗,LAK380^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL334 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL084 [Hittite period (~1650–1180 BCE) | Hittite]; KWU408 [Ur III (~2112–2004 BCE) | Administrative]; LAK380^c [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL020 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE186 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA052 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12318,MURUB₄,UD@g,𒌘,LAK157 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU257 [Ur III (~2112–2004 BCE) | Administrative]; MZL542 [Standard Babylonian (any period) | Akkado-Babylonian]; ASY189 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL207b [Old Babylonian (~2000–1600 BCE) | School texts]; HZL110 [Hittite period (~1650–1180 BCE) | Hittite]; MZL545 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA337 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA337xn1 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA164 [Standard Babylonian (any period) | Akkadian syllabary]
U+1231B,|UD@s×BAD|,|UD@s×U|,𒌛,LAK381 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; GCSL175 [Gudea period (~2100 BCE) | Lagash / Girsu]; MZL021 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA052xv [Standard Babylonian (any period) | Akkado-Babylonian]
U+12320,|UM×ŠA₃|,|DUB×ŠA₃|,𒌠,MZL244 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12322,UMBIN,|UR₂×TAK₄|,𒌢,LAK289 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL301 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES169 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL130 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL166 [Hittite period (~1650–1180 BCE) | Hittite]; KWU403 [Ur III (~2112–2004 BCE) | Administrative]; MZL160 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP062 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA092b [Standard Babylonian (any period) | Akkado-Babylonian]
,|UMBIN×LU|,|UMBIN×MAŠ|,,
U+12323,UMUM,DE₂,𒌣,LAK156^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY190 [Standard Babylonian (any period) | Akkadian syllabary]; RSP361bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK155 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL215^a [Old Babylonian (~2000–1600 BCE) | School texts]; BAU093 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU094 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES085 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL102 [Hittite period (~1650–1180 BCE) | Hittite]; KWU308 [Ur III (~2112–2004 BCE) | Administrative]; MZL547 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP361 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA338 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12323,UMUM,UMUM@s,𒌣,LAK155 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL215^a [Old Babylonian (~2000–1600 BCE) | School texts]; BAU093 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU094 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES085 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL102 [Hittite period (~1650–1180 BCE) | Hittite]; KWU308 [Ur III (~2112–2004 BCE) | Administrative]; MZL547 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP361 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA338 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12329,|UR%UR|,|UR&UR|,𒌩,ABZL252 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL051 [Hittite period (~1650–1180 BCE) | Hittite]; SLLHA575a [Standard Babylonian (any period) | Akkado-Babylonian]
,|UR₂×A|,|UR₂×AŠ|,,ZATU589 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1232C,|UR₂×(A.HA)|,|UR₂×(HA.A)|,𒌬,MZL346 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12335,URI,LAK647,𒌵,LAK647 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK176 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL224 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU414 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES103 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL090 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL246 [Hittite period (~1650–1180 BCE) | Hittite]; KWU303 [Ur III (~2112–2004 BCE) | Administrative]; MZL574 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE114 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP380 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA359n1 [Standard Babylonian (any period) | Akkado-Babylonian]
