p_number,designation,period,provenience,subgenre,line_label,sumerian_reading,sign_sequence,akkadian_gloss
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 8a',dadag,|UD.UD|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 9,dadag,|UD.UD|,{<MIN(u₂-tu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 10,had₂-had₂,UD-UD,{<MIN(u₂-tu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 10a,had₂-had₂,<(UD-UD)>,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 10b,had₂-had₂,<(UD-UD)>,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 11,ra₃-ra₃,[UD-UD],{<MIN(u₂-tu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 11a,ra₃-ra₃,<(UD-UD)>,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 11b,ra₃-ra₃,<(UD-UD)>,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 12,uh₂,|UD.KUŠU₂|,{<MIN(u₂-tu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 13,uh₂,|UD.KUŠU₂|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 14,uh₂,|UD.KUŠU₂|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 15,uh₂,|UD.KUŠU₂|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 15a,uh₂,|UD.KUŠU₂|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 16,uh₂,|UD.KUŠU₂|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 17,uh₂,|UD.KUŠU₂|,<(u₂-tu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 18,zabar,|UD.KA.BAR|,[...]-ra-ku
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 19,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 19a,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 20,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 20a,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 21,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 21a,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 22,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 23,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,o i' 24,zabar,|UD.KA.BAR|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 1',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 2',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 3',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 4',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 5',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 6',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 6a',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 7',di₄-di₄,<(TUR-TUR)>,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 8',ibila,|DUMU.UŠ|,{<[MIN(du-mu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 8a',ibila,|DUMU.UŠ|,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 8b',ibila,|DUMU.UŠ|,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 9',ibila₂,|DUMU.ARAD|,{<[MIN(du-mu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 9a',ibila₂,|DUMU.ARAD|,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 9b',ibila₂,|DUMU.ARAD|,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 10',ibila₃,|DUMU.SAG|,{<[MIN(du-mu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 10a',ibila₃,|DUMU.SAG|,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 10b',ibila₃,|DUMU.SAG|,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 11',,ibilaₓ(|TUR.DIŠ|),{<[MIN(du-mu])>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 11a',<(...)>,ibilaₓ(|TUR.DIŠ|),<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 11b',<(...)>,ibilaₓ(|TUR.DIŠ|),<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 12',banda₃{da},,{<MIN(du-mu)>}
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 13',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 14',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 14a',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 15',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 15a',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 16',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 17',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 18',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 19',banda₃{da},,<(du-mu
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 20',hibiz,|DUMU.DIŠ|,ru-uš-šu₂-u
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 21',hibiz,|DUMU.DIŠ|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 22',hibiz,|DUMU.DIŠ|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 23',hibiz,|DUMU.DIŠ|,<(...)>
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh,Diri,r i 24',hibiz,|DUMU.DIŠ|,<(...)>
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 1',zimbir{ki},|UD.GIŠ%GIŠ.NUN|{⸢ki⸣},
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 2',ararma{ki},|UD.UNUG|{ki},
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 3',sirara₂{ki},|UD.MA₂.AB×HA.ŠIR|{ki},
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 4',iti₆,|UD.AN.ŠEŠ.KI|,
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 5',iti₆,|UD.AN.ŠEŠ.KI|,<(...)>
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 6',iti₆,|UD.AN.ŠEŠ.KI|,<(...)>
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh,Diri,i' 7',e₃,|UD.DU|,⸢x⸣-[...]
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 1',,|IM.KAD₃|,[...]-⸢x
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 2',<(...)>,|IM.KAD₃|,<(...)>
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 3',<(...)>,|IM.KAD₃|,<(...)>
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 4',<(...)>,|IM.KAD₃|,<(...)>
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 5',<(...)>,|IM.KAD₃|,<(...)>
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 6',kid₇,|IM.TAK₄|,im
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 6a',kid₇,|IM.TAK₄|,<(im
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 6b',kid₇,|IM.TAK₄|,<(im
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 6š',kid₇,|IM.TAK₄|,<(im
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 6d',kid₇,|IM.TAK₄|,<(im
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 7',buru₄{mušen},|NU₁₁.BUR|{mušen]},si-⸢ir
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 8',lagaš{ki},|NU₁₁.BUR.LA|{⸢ki⸣},{<MIN(si-ir)>}
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 9',gala,|UŠ.KU|,ni-ta-ah
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 10',gala,|ARAD.KU|,ni-it-ta
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 11',bunga,|UŠ.GA|,ni-ta-ah
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 12',bunga,|UŠ.GA|,<(ni-ta-ah
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 13',bunga,|UŠ.GA|,<(ni-ta-ah
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 14',bunga,|UŠ.GA|,<(ni-ta-ah
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 15',ŋitlam₂,|UŠ.DAM|,dam-ma-ku
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh,Diri,i' 16',ŋitlam₃,|UŠ.SAL.DAM|,[...]-⸢x-x⸣
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 1',,|KI.KU.LU₂|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 2',<(...)>,|KI.KU.LU₂|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 3',sur₇,|KI.DU₃|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 4',sur₆,|KI.GAL|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 5',kissa,|KI.ŠEŠ.DU₃|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 6',kissa,|KI.ŠEŠ.DU₃|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 6a',kissa,|KI.ŠEŠ.DU₃|,<(...)>
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 7',bur₁₁,|KI.EN.KAK|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 8',šiten,|KI.DU.KAK|,
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh,Diri,i' 9',daggan,|KI.URU×MIN|,
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,o i' 1',[...]-⸢x⸣,|4x(TAR.LIMMU₂)|,⸢x⸣
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,o i' 2',[...]-⸢ru⸣,|(EN%EN).(EN%EN)|,en
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,o i' 3',{<⸢MIN⸣(...)>},|4x(LUGAL.X)|,i-gi
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,r i' 1',[...]-šu,,⸢x⸣
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,r i' 2',gugu₂,|4x(EZEN×KASKAL)|,ša₂
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,r i' 3',[x]-⸢x-x⸣,{d}|IM%IM|,a-na
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh,Diri,r i' 4',{d}mermer,{d}|EN%EN|,a-na
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 1',{ŋeš}ŋisal,{ŋeš}|BI.GIŠ|,{<⸢MIN⸣(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 2',{ŋeš}gi-muš,,{<MIN(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 3',{ŋeš}muštaptin,{ŋeš}|DUG.SILA₃.BUR|,{<[MIN(...])>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 4',ŋeš-kuwa₂,{ŋeš}|UD.KUŠU₂|,{<[MIN(...])>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 5',{ŋeš}šita₂,{ŋeš}|NI.DIŠ.GIŠ|,
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 6',{ŋeš}buru₉,{ŋeš}|IDIM&IDIM.BUR|,
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 7',{ŋeš}gurun,{ŋeš}|4xIDIM|,{<MIN(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 7a',{ŋeš}gurun,{<(ŋeš}|4xIDIM|,<(...)>
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 8',{ŋeš}sugin,,{<MIN(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 9',{ŋeš}sugin,,{<MIN(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 10',{ŋeš}sugin,,{<MIN(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 11',{ŋeš}mudul,,{<MIN(...)>}
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 12',{ŋeš}mudul,,<(...)>
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 13',{ŋeš}mudul,,<(...)>
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 14',{ŋeš}mudul,,<(...)>
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 15',{ŋeš}mudul,,<(...)>
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 16',{ŋeš}madal,,
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 17',{ŋeš}madal,,<(...)>
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh,Diri,r i' 18',{ŋeš}madal,,<(...)>
